index,module,topic,feed,term,created,added,language,ratio,location,latitude,longitude,age
'6977ca3a7c',extremes,Earthquake,unknown,"Earthquake 280 km SW of Houma, Tonga",2023-06-15T18:06:00+00:00,2023-06-22T20:54:00+00:00,en,0.4,"280 km SW of Houma, Tonga",-22.9824,-177.2075,3
'9997d6eb64',extremes,Earthquake,unknown,"Earthquake 45 km NE of Puerto Obaldía, Panama",2023-05-25T03:05:00+00:00,2023-06-22T20:54:00+00:00,en,0.4,"45 km NE of Puerto Obaldía, Panama",8.9223,-77.0904,3
'9ffb21a9c7',extremes,Earthquake,unknown,"Earthquake 105 km ESE of La Rivera, Mexico",2023-06-18T20:30:00+00:00,2023-06-22T20:54:00+00:00,en,0.4,"105 km ESE of La Rivera, Mexico",23.2433,-108.6306,3
'c0fe495659',extremes,Earthquake,unknown,"Earthquake 243 km SSW of ‘Ohonua, Tonga",2023-06-16T19:10:00+00:00,2023-06-22T20:54:00+00:00,en,0.4,"243 km SSW of ‘Ohonua, Tonga",-23.478,-175.5092,3
'c5d4538303',extremes,Earthquake,unknown,"Earthquake 59 km N of Karluk, Alaska",2023-06-18T09:14:00+00:00,2023-06-22T20:54:00+00:00,en,0.4,"59 km N of Karluk, Alaska",58.1016,-154.6028,3
'e860105a98',extremes,Earthquake,unknown,"Earthquake 134 km WSW of Adak, Alaska",2023-06-13T16:16:00+00:00,2023-06-22T20:54:00+00:00,en,0.4,"134 km WSW of Adak, Alaska",51.4427,-178.4426,3
'016f69503e',extremes,Earthquake,unknown,"Earthquake 266 km SSW of ‘Ohonua, Tonga",2023-06-16T20:30:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"266 km SSW of ‘Ohonua, Tonga",-23.5745,-175.916,3
'03ed1c23ce',extremes,Earthquake,unknown,"Earthquake 177 km WNW of Tual, Indonesia",2023-05-26T21:34:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"177 km WNW of Tual, Indonesia",-5.079,131.2465,3
'03fc276e03',extremes,Earthquake,unknown,"M 5.0 - 31 km SSE of Ḩājjīābād, Iran",2023-06-21T05:12:00+00:00,2023-06-22T20:38:00+00:00,en,0.4166666666666667,"31 km SSE of Ḩājjīābād, Iran",28.0375,55.9983,3
'068340fa2e',extremes,Earthquake,unknown,"Earthquake 214 km ENE of Levuka, Fiji",2023-06-20T19:59:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"214 km ENE of Levuka, Fiji",-17.4401,-178.7693,3
'0913965b05',extremes,Earthquake,unknown,Earthquake West Chile Rise,2023-05-26T22:18:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,West Chile Rise,-39.0059,-91.372,3
'0c7e4a39ef',extremes,Earthquake,unknown,"Earthquake 290 km E of Vao, New Caledonia",2023-05-23T06:41:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"290 km E of Vao, New Caledonia",-22.9954,170.3067,3
'0dc830bf8c',extremes,Tsunami,unknown,"Earthquake 59 km N of Karluk, Alaska",2023-06-18T09:14:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"59 km N of Karluk, Alaska",58.1016,-154.6028,3
'0e196e9726',extremes,Earthquake,unknown,"Earthquake Volcano Islands, Japan region",2023-06-12T01:23:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Volcano Islands, Japan region",24.1392,143.0614,3
'0fd5522729',extremes,Earthquake,unknown,Earthquake South Sandwich Islands region,2023-06-21T15:24:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,South Sandwich Islands region,-60.5718,-26.9905,3
'168b5bec3f',extremes,Earthquake,unknown,"Earthquake 2 km NE of Okinawa, Japan",2023-06-22T01:24:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"2 km NE of Okinawa, Japan",26.3529,127.8194,3
'16e0d7acf0',extremes,Earthquake,unknown,M 5.0 - Tonga region,2023-06-22T02:13:00+00:00,2023-06-22T20:38:00+00:00,en,0.4166666666666667,Tonga region,-23.566,-175.9857,3
'1c998299e6',extremes,Earthquake,unknown,"Earthquake 149 km SSW of Kokopo, Papua New Guinea",2023-06-08T07:32:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"149 km SSW of Kokopo, Papua New Guinea",-5.6556,151.9581,3
'1cdea9b79c',extremes,Earthquake,unknown,"Earthquake 204 km E of Nabire, Indonesia",2023-06-04T05:52:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"204 km E of Nabire, Indonesia",-3.0459,137.3141,3
'1df930adee',extremes,Earthquake,unknown,"Earthquake 9 km SSE of Maca, Peru",2023-06-03T01:49:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"9 km SSE of Maca, Peru",-15.7173,-71.7368,3
'23f342b817',extremes,Earthquake,unknown,"Earthquake 280 km E of Vao, New Caledonia",2023-06-06T21:48:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"280 km E of Vao, New Caledonia",-23.0477,170.1999,3
'25f7a2895d',extremes,Earthquake,unknown,"Earthquake 223 km SSW of ‘Ohonua, Tonga",2023-06-17T11:30:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"223 km SSW of ‘Ohonua, Tonga",-23.2048,-175.7779,3
'268ed5991f',extremes,Earthquake,unknown,"Earthquake 11 km SSE of Hukay, Philippines",2023-06-15T02:19:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"11 km SSE of Hukay, Philippines",13.7495,120.7447,3
'2711c63dcd',extremes,Earthquake,unknown,"Earthquake 93 km WNW of Rabaul, Papua New Guinea",2023-05-23T13:00:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"93 km WNW of Rabaul, Papua New Guinea",-3.8159,151.4158,3
'2bb57e13f8',extremes,Earthquake,unknown,"Earthquake 161 km NW of Tuapejat, Indonesia",2023-05-31T00:58:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"161 km NW of Tuapejat, Indonesia",-1.0052,98.5529,3
'2bf960260d',extremes,Earthquake,unknown,"Earthquake 69 km SE of Gizo, Solomon Islands",2023-06-12T06:11:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"69 km SE of Gizo, Solomon Islands",-8.5689,157.261,3
'3454318925',extremes,Earthquake,unknown,Earthquake southwest of Africa,2023-05-29T21:52:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,southwest of Africa,-52.887,10.4709,3
'3462dc967e',extremes,Earthquake,unknown,"Earthquake 42 km N of Pucallpa, Peru",2023-05-29T04:57:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"42 km N of Pucallpa, Peru",-7.9935,-74.5543,3
'346a37565e',extremes,Earthquake,unknown,"Earthquake 204 km NW of Tobelo, Indonesia",2023-05-23T15:04:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"204 km NW of Tobelo, Indonesia",3.0781,126.7467,3
'350fb8e638',extremes,Tsunami,unknown,"Earthquake 134 km WSW of Adak, Alaska",2023-06-13T16:16:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"134 km WSW of Adak, Alaska",51.4427,-178.4426,3
'35e93630a7',extremes,Earthquake,unknown,"Earthquake Hokkaido, Japan region",2023-06-19T04:50:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Hokkaido, Japan region",42.5016,142.8319,3
'36ceba74be',extremes,Earthquake,unknown,Earthquake Pacific-Antarctic Ridge,2023-05-28T18:05:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Pacific-Antarctic Ridge,-58.3678,-139.9059,3
'38595c4d9f',extremes,Tsunami,unknown,"Earthquake Rat Islands, Aleutian Islands, Alaska",2023-06-08T20:31:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Rat Islands, Aleutian Islands, Alaska",52.1635,177.7598,3
'3f3e25a605',extremes,Earthquake,unknown,Earthquake Fiji region,2023-06-10T09:12:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Fiji region,-15.977,-179.1556,3
'4164eea21a',extremes,Earthquake,unknown,Earthquake southern Mid-Atlantic Ridge,2023-06-09T20:43:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,southern Mid-Atlantic Ridge,-47.3188,-12.6236,3
'460576da2d',extremes,Earthquake,unknown,"Earthquake 14 km N of Lluta, Peru",2023-06-03T02:48:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"14 km N of Lluta, Peru",-15.8827,-72.0342,3
'46302339e2',extremes,Earthquake,unknown,"Earthquake 31 km SSE of Ḩājjīābād, Iran",2023-06-21T05:12:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"31 km SSE of Ḩājjīābād, Iran",28.0375,55.9983,3
'4667710822',extremes,Earthquake,unknown,"Earthquake 83 km SSW of Honchō, Japan",2023-06-17T11:42:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"83 km SSW of Honchō, Japan",41.4158,142.6085,3
'474a49944c',extremes,Earthquake,unknown,"Earthquake 42 km W of Kimbe, Papua New Guinea",2023-05-28T12:52:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"42 km W of Kimbe, Papua New Guinea",-5.5104,149.7567,3
'47557b75b4',extremes,Earthquake,unknown,Earthquake Philippine Islands region,2023-06-18T17:34:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Philippine Islands region,10.2299,126.1612,3
'4793ff6d4a',extremes,Earthquake,unknown,"Earthquake 21 km NE of Bhadarwāh, India",2023-06-13T08:03:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"21 km NE of Bhadarwāh, India",33.0961,75.8961,3
'49ac375ae8',extremes,Earthquake,unknown,Earthquake Banda Sea,2023-05-24T15:49:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Banda Sea,-6.9484,129.5293,3
'4a377e2cf9',extremes,Earthquake,unknown,"Earthquake 93 km S of Merizo Village, Guam",2023-06-02T05:25:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"93 km S of Merizo Village, Guam",12.4233,144.7323,3
'4c45fefdce',extremes,Earthquake,unknown,"Earthquake 71 km SSW of Port-Vila, Vanuatu",2023-06-03T01:44:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"71 km SSW of Port-Vila, Vanuatu",-18.362,168.1392,3
'4e7ca2da37',extremes,Earthquake,unknown,"Earthquake 107 km ESE of Kokopo, Papua New Guinea",2023-05-24T13:15:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"107 km ESE of Kokopo, Papua New Guinea",-4.7194,153.1603,3
'5440fa69bc',extremes,Earthquake,unknown,"Earthquake 68 km S of Boca Chica, Panama",2023-06-17T04:58:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"68 km S of Boca Chica, Panama",7.6083,-82.3336,3
'5738a436c8',extremes,Earthquake,unknown,"Earthquake 283 km SSW of ‘Ohonua, Tonga",2023-06-20T15:41:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"283 km SSW of ‘Ohonua, Tonga",-23.8207,-175.6279,3
'57c3a8d6ca',extremes,Earthquake,unknown,"Earthquake 262 km ESE of Tadine, New Caledonia",2023-06-08T09:19:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"262 km ESE of Tadine, New Caledonia",-22.3537,170.269,3
'582385ed49',extremes,Earthquake,unknown,"Earthquake 159 km NW of Tuapejat, Indonesia",2023-06-20T08:39:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"159 km NW of Tuapejat, Indonesia",-0.9802,98.6091,3
'58fbb35390',extremes,Earthquake,unknown,"Earthquake 166 km SSW of Kokopo, Papua New Guinea",2023-06-01T00:05:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"166 km SSW of Kokopo, Papua New Guinea",-5.8099,151.9322,3
'5935865167',extremes,Earthquake,unknown,Earthquake Kermadec Islands region,2023-06-15T01:46:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Kermadec Islands region,-29.2921,-176.94,3
'5a617640ab',extremes,Earthquake,unknown,"Earthquake 99 km ESE of Angoram, Papua New Guinea",2023-06-19T11:18:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"99 km ESE of Angoram, Papua New Guinea",-4.4654,144.8717,3
'5a6b924b11',extremes,Earthquake,unknown,M 5.2 - south of Tonga,2023-06-22T07:36:00+00:00,2023-06-22T20:38:00+00:00,en,0.4333333333333333,south of Tonga,-24.5005,-175.8477,3
'5a77a8224c',extremes,Earthquake,unknown,"Earthquake 237 km SSW of ‘Ohonua, Tonga",2023-06-17T11:26:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"237 km SSW of ‘Ohonua, Tonga",-23.4419,-175.4278,3
'5b5ab9f656',extremes,Earthquake,unknown,"Earthquake 35 km SE of Jurm, Afghanistan",2023-05-28T05:49:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"35 km SE of Jurm, Afghanistan",36.6079,71.0658,3
'5c6bce1b6a',extremes,Earthquake,unknown,M 5.2 - South Sandwich Islands region,2023-06-21T15:24:00+00:00,2023-06-22T20:38:00+00:00,en,0.4333333333333333,South Sandwich Islands region,-60.5718,-26.9905,3
'6588bf6ba7',extremes,Earthquake,unknown,"Earthquake 49 km WNW of Santa Cruz, Chile",2023-06-15T19:07:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"49 km WNW of Santa Cruz, Chile",-34.5191,-71.8909,3
'674937c850',extremes,Earthquake,unknown,"Earthquake New Britain region, Papua New Guinea",2023-06-05T15:41:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"New Britain region, Papua New Guinea",-5.7319,151.9904,3
'6782b4cac4',extremes,Earthquake,unknown,"Earthquake 286 km S of ‘Ohonua, Tonga",2023-06-20T03:45:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"286 km S of ‘Ohonua, Tonga",-23.9307,-175.0289,3
'6828a42800',extremes,Earthquake,unknown,"Earthquake 6 km SSE of Alberton, South Africa",2023-06-11T00:38:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"6 km SSE of Alberton, South Africa",-26.3276,28.1388,3
'6b2a46741d',extremes,Earthquake,unknown,Earthquake south of the Fiji Islands,2023-06-02T17:39:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,south of the Fiji Islands,-22.7801,-176.1146,3
'6dd955dcfc',extremes,Earthquake,unknown,"Earthquake south of Java, Indonesia",2023-06-07T17:04:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"south of Java, Indonesia",-9.3013,110.678,3
'6fd2503c1e',extremes,Earthquake,unknown,"Earthquake 2 km N of Aratoca, Colombia",2023-05-28T15:45:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"2 km N of Aratoca, Colombia",6.7131,-73.0161,3
'712d39f0a5',extremes,Earthquake,unknown,"Earthquake 121 km WSW of Myitkyina, Myanmar",2023-05-31T11:20:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"121 km WSW of Myitkyina, Myanmar",25.1051,96.2315,3
'78a6fa385d',extremes,Earthquake,unknown,"Earthquake Norfolk Island, Australia region",2023-06-19T05:14:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Norfolk Island, Australia region",-27.8337,172.1091,3
'793f8dc7c4',extremes,Earthquake,unknown,Earthquake southern Peru,2023-06-05T11:55:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,southern Peru,-15.8993,-72.0405,3
'7df623693b',extremes,Earthquake,unknown,Earthquake Turkmenistan,2023-05-31T04:04:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Turkmenistan,39.6616,54.9379,3
'7fd30d585c',extremes,Earthquake,unknown,"Earthquake 123 km SSE of Lata, Solomon Islands",2023-06-01T22:52:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"123 km SSE of Lata, Solomon Islands",-11.693,166.357,3
'83c9e6402c',extremes,Earthquake,unknown,"Earthquake 40 km ENE of Puerto Obaldía, Panama",2023-05-25T03:14:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"40 km ENE of Puerto Obaldía, Panama",8.8411,-77.0924,3
'8445042ccc',extremes,Earthquake,unknown,"Earthquake 255 km SSW of ‘Ohonua, Tonga",2023-06-16T10:45:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"255 km SSW of ‘Ohonua, Tonga",-23.5827,-175.5291,3
'85140a99e2',extremes,Earthquake,unknown,Earthquake Balleny Islands region,2023-06-05T02:45:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Balleny Islands region,-62.3246,155.4265,3
'891cf1eac6',extremes,Earthquake,unknown,"Earthquake 285 km SSW of ‘Ohonua, Tonga",2023-06-18T14:28:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"285 km SSW of ‘Ohonua, Tonga",-23.7584,-175.9331,3
'89b002c231',extremes,Earthquake,unknown,"Earthquake Seram, Indonesia",2023-05-31T21:56:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Seram, Indonesia",-3.6169,128.2412,3
'8ca02d0dd0',extremes,Earthquake,unknown,"Earthquake 65 km N of Namuac, Philippines",2023-06-17T10:15:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"65 km N of Namuac, Philippines",19.2034,121.2054,3
'935cbe7717',extremes,Tsunami,unknown,"Earthquake 45 km NE of Puerto Obaldía, Panama",2023-05-25T03:05:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"45 km NE of Puerto Obaldía, Panama",8.9223,-77.0904,3
'984f6b16e6',extremes,Earthquake,unknown,Earthquake west of Macquarie Island,2023-06-11T13:08:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,west of Macquarie Island,-56.9287,147.6131,3
'98ad89e774',extremes,Earthquake,unknown,Earthquake south of Tonga,2023-06-22T07:36:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,south of Tonga,-24.5005,-175.8477,3
'9a89584d14',extremes,Earthquake,unknown,"Earthquake 251 km SSW of ‘Ohonua, Tonga",2023-06-16T17:04:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"251 km SSW of ‘Ohonua, Tonga",-23.4636,-175.8342,3
'9bfe8f8402',extremes,Earthquake,unknown,"M 5.1 - 2 km NE of Okinawa, Japan",2023-06-22T01:24:00+00:00,2023-06-22T20:38:00+00:00,en,0.425,"2 km NE of Okinawa, Japan",26.3529,127.8194,3
'9c0785cc98',extremes,Earthquake,unknown,"Earthquake Kermadec Islands, New Zealand",2023-06-13T17:03:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Kermadec Islands, New Zealand",-29.2047,-177.2825,3
'a3f77f2485',extremes,Earthquake,unknown,Earthquake south of Africa,2023-06-18T21:59:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,south of Africa,-48.6704,31.1865,3
'a4ef0453d2',extremes,Earthquake,unknown,"Earthquake 107 km NE of Hihifo, Tonga",2023-06-04T03:16:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"107 km NE of Hihifo, Tonga",-15.2616,-173.0868,3
'a5005e0f59',extremes,Earthquake,unknown,"Earthquake 40 km ENE of Luganville, Vanuatu",2023-06-18T09:59:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"40 km ENE of Luganville, Vanuatu",-15.3843,167.5109,3
'a5a6cdfac4',extremes,Earthquake,unknown,earthquake,2023-06-22T19:33:00+00:00,2023-06-22T20:38:00+00:00,en,0.3,,-28.7244,-176.6314,3
'a5d77ff16d',extremes,Tsunami,unknown,"Earthquake 105 km ESE of La Rivera, Mexico",2023-06-18T20:30:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"105 km ESE of La Rivera, Mexico",23.2433,-108.6306,3
'a85638358d',extremes,Earthquake,unknown,"Earthquake off the east coast of the Kamchatka Peninsula, Russia",2023-05-31T14:01:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"off the east coast of the Kamchatka Peninsula, Russia",55.3195,163.097,3
'a888436e43',extremes,Earthquake,unknown,"Earthquake 144 km N of Las Khorey, Somalia",2023-06-03T06:23:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"144 km N of Las Khorey, Somalia",12.4599,48.2599,3
'aa91012d6c',extremes,Earthquake,unknown,"Earthquake 12 km SSE of Narutō, Japan",2023-05-26T10:03:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"12 km SSE of Narutō, Japan",35.5096,140.4905,3
'ad15db0874',extremes,Earthquake,unknown,"Earthquake 51 km WSW of Bahía Solano, Colombia",2023-06-07T17:39:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"51 km WSW of Bahía Solano, Colombia",6.0377,-77.8301,3
'add5607804',extremes,Earthquake,unknown,"Earthquake 50 km NE of Tobelo, Indonesia",2023-06-19T21:16:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"50 km NE of Tobelo, Indonesia",2.0805,128.2998,3
'add6836791',extremes,Earthquake,unknown,"Earthquake 10 km ESE of Shingū, Japan",2023-06-20T23:33:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"10 km ESE of Shingū, Japan",33.692,136.084,3
'ae4bd77f2c',extremes,Earthquake,unknown,"Earthquake 94 km SE of Kimbe, Papua New Guinea",2023-06-11T11:34:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"94 km SE of Kimbe, Papua New Guinea",-6.2008,150.6882,3
'aea066490a',extremes,Earthquake,unknown,"Earthquake 21 km WNW of Port-Olry, Vanuatu",2023-05-29T10:05:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"21 km WNW of Port-Olry, Vanuatu",-14.9714,166.8843,3
'b5938baa36',extremes,Earthquake,unknown,"Earthquake Auckland Islands, New Zealand region",2023-05-31T02:21:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Auckland Islands, New Zealand region",-49.5713,163.8394,3
'baf7026ce1',extremes,Earthquake,unknown,"Earthquake 277 km S of ‘Ohonua, Tonga",2023-06-17T23:14:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"277 km S of ‘Ohonua, Tonga",-23.8177,-175.3761,3
'bce4d0478e',extremes,Earthquake,unknown,"Earthquake 139 km NNE of Hihifo, Tonga",2023-06-17T18:44:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"139 km NNE of Hihifo, Tonga",-14.8041,-173.2546,3
'bd0957c120',extremes,Earthquake,unknown,"Earthquake Near the coast of Tarapaca, Chile",2023-05-30T16:51:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Near the coast of Tarapaca, Chile",-20.7038,-70.6344,3
'c3c0f119b3',extremes,Earthquake,unknown,"M 6.1 - 12 km SSE of Narutō, Japan",2023-05-26T10:03:00+00:00,2023-06-22T20:38:00+00:00,en,0.5083333333333333,"12 km SSE of Narutō, Japan",35.5096,140.4905,3
'c41925a868',extremes,Earthquake,unknown,"Earthquake 253 km SSW of ‘Ohonua, Tonga",2023-06-16T08:41:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"253 km SSW of ‘Ohonua, Tonga",-23.4342,-175.9522,3
'cae05fa0f3',extremes,Earthquake,unknown,"Earthquake 46 km E of Kandrian, Papua New Guinea",2023-05-26T02:08:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"46 km E of Kandrian, Papua New Guinea",-6.1715,149.9685,3
'cc50128ae0',extremes,Earthquake,unknown,"Earthquake 128 km W of Neiafu, Tonga",2023-05-27T00:11:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"128 km W of Neiafu, Tonga",-18.4836,-175.1849,3
'ccb5e8337f',extremes,Earthquake,unknown,Earthquake Bismarck Sea,2023-06-13T12:30:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Bismarck Sea,-3.2125,147.4609,3
'cd040157fe',extremes,Tsunami,unknown,"Earthquake 243 km SSW of ‘Ohonua, Tonga",2023-06-16T19:10:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"243 km SSW of ‘Ohonua, Tonga",-23.478,-175.5092,3
'd01a10d5f3',extremes,Earthquake,unknown,"Earthquake 282 km SSW of ‘Ohonua, Tonga",2023-06-18T17:16:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"282 km SSW of ‘Ohonua, Tonga",-23.7974,-175.712,3
'd2c787259a',extremes,Earthquake,unknown,"Earthquake Mindanao, Philippines",2023-05-24T00:44:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"Mindanao, Philippines",5.6855,124.2713,3
'd3327a91a8',extremes,Earthquake,unknown,Earthquake Tonga region,2023-06-22T02:13:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Tonga region,-23.566,-175.9857,3
'd3f017f889',extremes,Earthquake,unknown,"Earthquake 154 km N of Las Khorey, Somalia",2023-06-03T13:58:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"154 km N of Las Khorey, Somalia",12.5558,48.1003,3
'd969c6c11e',extremes,Earthquake,unknown,"Earthquake 228 km S of Burica, Panama",2023-06-19T05:19:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"228 km S of Burica, Panama",5.969,-82.7326,3
'df444e3c1c',extremes,Earthquake,unknown,"Earthquake 280 km SSW of ‘Ohonua, Tonga",2023-06-20T17:07:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"280 km SSW of ‘Ohonua, Tonga",-23.7314,-175.8598,3
'df6647d17e',extremes,Earthquake,unknown,"Earthquake 164 km N of Las Khorey, Somalia",2023-06-03T07:17:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"164 km N of Las Khorey, Somalia",12.643,48.176,3
'e42a815d7a',extremes,Earthquake,unknown,Earthquake Kuril Islands,2023-06-11T02:58:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Kuril Islands,46.2006,153.1275,3
'e4cc88405e',extremes,Earthquake,unknown,"Earthquake 294 km WSW of Tual, Indonesia",2023-06-04T00:25:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"294 km WSW of Tual, Indonesia",-6.8228,130.3742,3
'e5c9691cf6',extremes,Earthquake,unknown,"Earthquake 299 km SSW of ‘Ohonua, Tonga",2023-06-18T14:25:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"299 km SSW of ‘Ohonua, Tonga",-23.8868,-175.9281,3
'e98e87422c',extremes,Earthquake,unknown,Earthquake Macquarie Island region,2023-06-09T21:21:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,Macquarie Island region,-60.4971,160.3524,3
'eafc4f28e4',extremes,Earthquake,unknown,"Earthquake 80 km ESE of La Tirana, Chile",2023-06-03T10:08:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"80 km ESE of La Tirana, Chile",-20.6574,-68.9661,3
'eb0bc2f073',extremes,Tsunami,unknown,"Earthquake 280 km SW of Houma, Tonga",2023-06-15T18:06:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"280 km SW of Houma, Tonga",-22.9824,-177.2075,3
'ec9b8194bb',extremes,Earthquake,unknown,"Earthquake 134 km ENE of Nabire, Indonesia",2023-06-11T06:51:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"134 km ENE of Nabire, Indonesia",-2.9793,136.648,3
'ed272f4923',extremes,Earthquake,unknown,"Earthquake 104 km ESE of Angoram, Papua New Guinea",2023-06-19T22:40:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"104 km ESE of Angoram, Papua New Guinea",-4.476,144.913,3
'ee694bfef3',extremes,Earthquake,unknown,Earthquake southeast of the Loyalty Islands,2023-06-06T23:38:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,southeast of the Loyalty Islands,-23.116,170.3839,3
'ef5d4a43ac',extremes,Earthquake,unknown,M 5.5 - ,2023-06-21T04:10:00+00:00,2023-06-22T20:38:00+00:00,en,0.4583333333333333,,-12.867,-14.6578,3
'f190729701',extremes,Earthquake,unknown,"Earthquake 36 km NE of Archidona, Ecuador",2023-06-18T09:10:00+00:00,2023-06-22T20:38:00+00:00,en,0.4,"36 km NE of Archidona, Ecuador",-0.6701,-77.5812,3
